Order ID,Order Date,Product ID,Category,Product Subcategory,Sales,Quantity,Discount,Profit
CA-2015-106439,10/31/2015,OFF-ST-10001963,Office Supplies,Storage,405.64,4,0,12.1692
CA-2015-106439,10/31/2015,FUR-CH-10003833,Furniture,Chairs,146.352,3,0.2,-9.147
CA-2015-106439,10/31/2015,TEC-AC-10004568,Technology,Accessories,251.91,9,0,47.8629
CA-2015-106439,10/31/2015,OFF-AR-10001419,Office Supplies,Art,12.39,3,0,3.717
CA-2016-133452,4/13/2016,TEC-AC-10002800,Technology,Accessories,199.96,4,0,69.986
CA-2016-133452,4/13/2016,FUR-TA-10003954,Furniture,Tables,710.832,3,0.2,-97.7394
CA-2017-146521,7/21/2017,OFF-BI-10000301,Office Supplies,Binders,1.941,1,0.7,-1.294
US-2018-110996,11/20/2018,FUR-CH-10003956,Furniture,Chairs,283.92,5,0.2,-46.137
CA-2017-129693,11/26/2017,OFF-BI-10002954,Office Supplies,Binders,7.312,2,0.2,2.5592
CA-2018-122504,11/7/2018,TEC-AC-10003289,Technology,Accessories,59.97,3,0,13.7931
CA-2018-122504,11/7/2018,TEC-PH-10002468,Technology,Phones,761.544,7,0.2,66.6351
CA-2015-131051,12/1/2015,FUR-FU-10001861,Furniture,Furnishings,58.2,3,0,28.518
CA-2018-140676,9/12/2018,OFF-PA-10004082,Office Supplies,Paper,39.9,5,0,19.95
CA-2018-140676,9/12/2018,OFF-AP-10000358,Office Supplies,Appliances,90.86,7,0,26.3494
CA-2018-140676,9/12/2018,OFF-PA-10004243,Office Supplies,Paper,94.85,5,0,45.528
CA-2016-120103,12/24/2016,OFF-PA-10001295,Office Supplies,Paper,106.232,7,0.2,37.1812
CA-2016-120103,12/24/2016,TEC-PH-10002170,Technology,Phones,111.984,2,0.2,11.1984
CA-2016-120103,12/24/2016,FUR-FU-10002885,Furniture,Furnishings,7.712,2,0.2,1.7352
CA-2018-104647,2/23/2018,OFF-PA-10002870,Office Supplies,Paper,37.44,6,0,16.848
CA-2015-110352,11/23/2015,OFF-LA-10003923,Office Supplies,Labels,23.68,2,0.2,8.88
CA-2017-140501,6/23/2017,OFF-LA-10003510,Office Supplies,Labels,122.12,4,0,56.1752
CA-2017-140501,6/23/2017,OFF-LA-10000248,Office Supplies,Labels,18.45,5,0,8.6715
CA-2017-140501,6/23/2017,OFF-ST-10000060,Office Supplies,Storage,324.9,5,0,38.988
CA-2017-140501,6/23/2017,OFF-PA-10003129,Office Supplies,Paper,146.73,3,0,68.9631
CA-2017-140501,6/23/2017,OFF-FA-10004076,Office Supplies,Fasteners,3.96,2,0,1.4652
CA-2016-139290,10/26/2016,OFF-LA-10004008,Office Supplies,Labels,5.76,2,0,2.6496
CA-2018-166142,7/15/2018,OFF-BI-10004094,Office Supplies,Binders,26.55,3,0,13.0095
CA-2018-166142,7/15/2018,FUR-TA-10004607,Furniture,Tables,310.443,3,0.3,-48.7839
CA-2015-145926,11/17/2015,FUR-CH-10004289,Furniture,Chairs,479.9,5,0,81.583
CA-2016-149678,4/13/2016,OFF-SU-10004498,Office Supplies,Supplies,12.88,1,0,0.3864
US-2016-164357,11/25/2016,OFF-AR-10001177,Office Supplies,Art,13.12,5,0.2,1.476
US-2017-146570,5/15/2017,OFF-BI-10001718,Office Supplies,Binders,511.84,8,0,240.5648
US-2017-146570,5/15/2017,OFF-AR-10004602,Office Supplies,Art,91.96,4,0,25.7488
US-2017-146570,5/15/2017,OFF-AR-10003856,Office Supplies,Art,8.34,3,0,2.1684
CA-2018-124401,9/7/2018,OFF-ST-10000649,Office Supplies,Storage,37.68,3,0.2,2.355
CA-2018-124401,9/7/2018,TEC-AC-10002926,Technology,Accessories,279.944,7,0.2,80.4839
US-2015-140116,3/10/2015,OFF-ST-10000078,Office Supplies,Storage,636.408,3,0.2,-15.9102
US-2015-140116,3/10/2015,OFF-AR-10001044,Office Supplies,Art,83.168,4,0.2,9.3564
CA-2015-123295,7/18/2015,FUR-CH-10002372,Furniture,Chairs,259.136,4,0.2,-25.9136
CA-2018-167101,3/24/2018,OFF-PA-10000357,Office Supplies,Paper,221.92,4,0,106.5216
CA-2018-167101,3/24/2018,TEC-AC-10001266,Technology,Accessories,26,2,0,11.7
US-2015-167633,9/30/2015,OFF-PA-10004888,Office Supplies,Paper,15.552,3,0.2,5.4432
US-2015-152723,9/26/2015,OFF-BI-10003460,Office Supplies,Binders,0.876,1,0.8,-1.4016
CA-2016-164882,10/31/2016,OFF-PA-10000157,Office Supplies,Paper,19.98,1,0,9.3906
CA-2016-164882,10/31/2016,OFF-BI-10004519,Office Supplies,Binders,398.352,3,0.2,124.485
CA-2016-164882,10/31/2016,OFF-AR-10004272,Office Supplies,Art,5.04,3,0,1.26
CA-2016-164882,10/31/2016,OFF-FA-10000585,Office Supplies,Fasteners,17.45,5,0,8.027
CA-2016-164882,10/31/2016,FUR-CH-10004218,Furniture,Chairs,323.136,4,0.2,20.196
CA-2016-164882,10/31/2016,OFF-SU-10004231,Office Supplies,Supplies,29.7,3,0,8.019
CA-2016-164882,10/31/2016,TEC-PH-10001578,Technology,Phones,1295.84,4,0.2,145.782
CA-2016-164882,10/31/2016,OFF-ST-10003638,Office Supplies,Storage,46.84,2,0,12.6468
CA-2016-164882,10/31/2016,FUR-BO-10002213,Furniture,Bookcases,425.833,1,0.15,20.0392
CA-2016-159786,10/12/2016,FUR-TA-10001307,Furniture,Tables,209.67,1,0.4,-13.978
CA-2017-130267,9/19/2017,OFF-PA-10002222,Office Supplies,Paper,159.88,7,0,73.5448
CA-2018-155460,4/13/2018,OFF-PA-10002479,Office Supplies,Paper,5.28,1,0,2.376
CA-2018-155460,4/13/2018,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373
US-2018-168690,1/7/2018,OFF-BI-10000145,Office Supplies,Binders,2.808,3,0.7,-1.9656
CA-2018-158246,11/9/2018,FUR-CH-10003061,Furniture,Chairs,215.976,3,0.2,-2.6997
CA-2018-167381,9/22/2018,FUR-BO-10001972,Furniture,Bookcases,241.96,2,0,41.1332
CA-2018-167381,9/22/2018,OFF-LA-10000134,Office Supplies,Labels,27.72,9,0,13.3056
CA-2018-144862,12/1/2018,OFF-EN-10003040,Office Supplies,Envelopes,104.68,5,0.2,35.3295
CA-2018-144862,12/1/2018,TEC-PH-10000923,Technology,Phones,62.958,7,0.4,9.4437
CA-2015-126032,6/23/2015,TEC-AC-10000158,Technology,Accessories,86.376,3,0.2,1.0797
CA-2016-134859,10/4/2016,FUR-FU-10003623,Furniture,Furnishings,64.944,3,0.2,6.4944
CA-2016-134859,10/4/2016,OFF-PA-10001293,Office Supplies,Paper,20.736,4,0.2,7.2576
US-2015-114188,5/20/2015,OFF-AP-10000124,Office Supplies,Appliances,33.28,4,0,9.3184
US-2015-114188,5/20/2015,OFF-AR-10004511,Office Supplies,Art,38.52,9,0,11.9412
US-2015-114188,5/20/2015,FUR-FU-10000076,Furniture,Furnishings,139.86,7,0,60.1398
CA-2016-156524,11/20/2016,OFF-PA-10003883,Office Supplies,Paper,19.65,3,0,9.039
CA-2016-122210,11/30/2016,OFF-BI-10003656,Office Supplies,Binders,152.991,3,0.7,-122.3928
CA-2016-122210,11/30/2016,OFF-FA-10000053,Office Supplies,Fasteners,10.584,7,0.2,-2.3814
CA-2016-122210,11/30/2016,TEC-PH-10002807,Technology,Phones,94.92,4,0.4,15.82
CA-2016-156377,12/31/2016,FUR-FU-10002364,Furniture,Furnishings,14.76,5,0.6,-11.439
CA-2016-156377,12/31/2016,OFF-BI-10002954,Office Supplies,Binders,3.656,4,0.8,-5.8496
US-2018-157896,11/16/2018,OFF-PA-10004092,Office Supplies,Paper,146.82,3,0,73.41
CA-2015-159520,6/6/2015,OFF-BI-10003982,Office Supplies,Binders,149.544,9,0.2,50.4711
CA-2015-159520,6/6/2015,OFF-SU-10001664,Office Supplies,Supplies,17.14,2,0,4.4564
CA-2015-159520,6/6/2015,FUR-TA-10003238,Furniture,Tables,991.764,3,0.4,-347.1174
CA-2017-155481,9/1/2017,OFF-PA-10004675,Office Supplies,Paper,30.48,6,0.2,9.906
CA-2017-155481,9/1/2017,TEC-PH-10002293,Technology,Phones,23.988,2,0.4,-4.7976
CA-2017-155481,9/1/2017,OFF-FA-10002780,Office Supplies,Fasteners,16.688,7,0.2,5.4236
US-2017-152051,6/25/2017,FUR-CH-10002965,Furniture,Chairs,422.058,3,0.3,-18.0882
US-2017-152051,6/25/2017,OFF-BI-10004781,Office Supplies,Binders,38.088,4,0.7,-27.9312
US-2017-152051,6/25/2017,OFF-ST-10001713,Office Supplies,Storage,254.352,6,0.2,-50.8704
CA-2015-141607,12/12/2015,FUR-FU-10003975,Furniture,Furnishings,43.31,1,0,4.331
CA-2018-102771,3/31/2018,TEC-PH-10001536,Technology,Phones,84.95,5,0,22.087
US-2018-139969,11/19/2018,FUR-CH-10001973,Furniture,Chairs,233.058,3,0.3,-53.2704
CA-2015-167360,11/24/2015,TEC-AC-10001772,Technology,Accessories,111.79,7,0,43.5981
CA-2016-123505,11/22/2016,OFF-PA-10002586,Office Supplies,Paper,14.94,3,0,7.0218
CA-2017-117282,7/14/2017,OFF-BI-10004094,Office Supplies,Binders,14.16,2,0.2,5.133
US-2017-120460,4/30/2017,FUR-FU-10004973,Furniture,Furnishings,22.608,3,0.6,-10.1736
CA-2017-111115,7/25/2017,OFF-FA-10000624,Office Supplies,Fasteners,21.48,6,0,10.74
CA-2015-124646,6/22/2015,OFF-ST-10001097,Office Supplies,Storage,501.81,3,0,0
CA-2015-124646,6/22/2015,OFF-ST-10001469,Office Supplies,Storage,161.94,3,0,9.7164
CA-2018-148166,10/21/2018,OFF-AR-10004956,Office Supplies,Art,17.856,4,0.2,2.0088
CA-2017-159737,9/3/2017,OFF-BI-10004236,Office Supplies,Binders,8.808,3,0.8,-14.9736
CA-2017-141019,5/14/2017,FUR-FU-10002937,Furniture,Furnishings,79.384,1,0.2,29.769
CA-2017-101938,1/7/2017,OFF-AR-10003696,Office Supplies,Art,34.58,1,0,10.0282
CA-2018-166296,3/13/2018,OFF-PA-10004359,Office Supplies,Paper,314.55,3,0,150.984
CA-2017-154018,10/13/2017,TEC-AC-10002402,Technology,Accessories,191.976,3,0.2,23.997
CA-2017-154018,10/13/2017,OFF-PA-10000551,Office Supplies,Paper,8.288,2,0.2,3.0044
CA-2017-154018,10/13/2017,FUR-FU-10003394,Furniture,Furnishings,139.92,5,0.6,-150.414
CA-2017-154018,10/13/2017,OFF-AR-10002067,Office Supplies,Art,15.872,1,0.2,1.1904
CA-2017-154018,10/13/2017,OFF-BI-10004140,Office Supplies,Binders,6.286,7,0.8,-11.0005
CA-2018-117870,1/27/2018,OFF-AR-10004078,Office Supplies,Art,14.016,3,0.2,1.752
CA-2018-117870,1/27/2018,TEC-AC-10000927,Technology,Accessories,71.976,3,0.2,-8.997
CA-2018-117870,1/27/2018,TEC-PH-10003931,Technology,Phones,107.982,3,0.4,-26.9955
US-2018-137491,11/19/2018,FUR-CH-10004675,Furniture,Chairs,305.312,2,0.3,-8.7232
CA-2015-152296,8/1/2015,OFF-BI-10004506,Office Supplies,Binders,19.752,3,0.2,6.9132
CA-2017-112025,7/30/2017,OFF-BI-10002353,Office Supplies,Binders,9.264,3,0.8,-13.896
CA-2016-132507,7/30/2016,OFF-ST-10000943,Office Supplies,Storage,61.792,4,0.2,6.1792
CA-2017-125738,10/15/2017,OFF-PA-10000740,Office Supplies,Paper,45.68,2,0,21.0128
CA-2017-125738,10/15/2017,OFF-PA-10003001,Office Supplies,Paper,60.12,9,0,28.8576
CA-2017-125738,10/15/2017,OFF-BI-10001628,Office Supplies,Binders,41.72,5,0.2,13.0375
CA-2017-125738,10/15/2017,OFF-PA-10001509,Office Supplies,Paper,71.6,8,0,32.936
CA-2017-128818,5/7/2017,OFF-BI-10000309,Office Supplies,Binders,85.232,7,0.2,30.8966
CA-2017-128818,5/7/2017,OFF-LA-10003923,Office Supplies,Labels,44.4,3,0,22.2
CA-2017-128818,5/7/2017,FUR-CH-10002084,Furniture,Chairs,442.764,4,0.1,59.0352
CA-2017-128818,5/7/2017,TEC-MA-10000488,Technology,Machines,3999.95,5,0,1159.9855
CA-2017-128818,5/7/2017,TEC-AC-10001767,Technology,Accessories,199.95,5,0,21.9945
CA-2017-128818,5/7/2017,FUR-FU-10001940,Furniture,Furnishings,63.68,8,0,28.0192
CA-2018-124576,8/1/2018,OFF-BI-10002735,Office Supplies,Binders,54.896,2,0.2,18.5274
CA-2017-101378,7/14/2017,TEC-AC-10002345,Technology,Accessories,29,2,0,7.25
CA-2018-143063,8/10/2018,OFF-EN-10003134,Office Supplies,Envelopes,70.08,6,0,35.04
CA-2018-143063,8/10/2018,FUR-FU-10003708,Furniture,Furnishings,121.3,2,0,25.473
CA-2018-143063,8/10/2018,TEC-PH-10003645,Technology,Phones,1454.49,9,0,378.1674
CA-2017-118913,6/25/2017,OFF-AP-10000692,Office Supplies,Appliances,60.81,3,0,17.0268
CA-2017-128412,12/10/2017,OFF-BI-10001718,Office Supplies,Binders,153.552,3,0.2,51.8238
CA-2017-128412,12/10/2017,OFF-AP-10002082,Office Supplies,Appliances,65.34,3,0,22.869
CA-2017-128412,12/10/2017,OFF-PA-10001125,Office Supplies,Paper,123.92,4,0,55.764
CA-2017-128412,12/10/2017,OFF-AP-10000252,Office Supplies,Appliances,35.1,3,0,12.285
CA-2017-128412,12/10/2017,TEC-AC-10003038,Technology,Accessories,44.75,5,0,8.5025
CA-2017-136483,12/1/2017,OFF-AR-10000940,Office Supplies,Art,4.704,2,0.2,0.4116
CA-2015-163013,11/28/2015,OFF-AR-10001954,Office Supplies,Art,14.67,3,0,3.9609
CA-2016-135363,3/28/2016,OFF-PA-10003177,Office Supplies,Paper,15.552,3,0.2,5.4432
CA-2016-135363,3/28/2016,OFF-PA-10000533,Office Supplies,Paper,5.232,1,0.2,1.7004
US-2015-165659,6/1/2015,FUR-FU-10001935,Furniture,Furnishings,22.2,6,0,9.102
US-2015-165659,6/1/2015,TEC-PH-10002563,Technology,Phones,881.93,7,0,229.3018
CA-2016-138002,9/6/2016,OFF-BI-10002160,Office Supplies,Binders,6.096,2,0.2,2.1336
CA-2016-138002,9/6/2016,FUR-FU-10004748,Furniture,Furnishings,191.82,3,0,74.8098
CA-2016-128860,6/29/2016,FUR-FU-10001473,Furniture,Furnishings,20.104,1,0.2,1.7591
CA-2017-164350,9/10/2017,OFF-AR-10000538,Office Supplies,Art,67.56,3,0.2,8.445
US-2015-103905,7/14/2015,OFF-BI-10001098,Office Supplies,Binders,29.932,7,0.8,-46.3946
US-2015-103905,7/14/2015,TEC-PH-10001552,Technology,Phones,38.272,4,0.2,3.8272
CA-2016-129854,8/22/2016,OFF-AR-10000390,Office Supplies,Art,16.52,4,0,7.5992
CA-2015-125556,11/14/2015,TEC-PH-10001079,Technology,Phones,832.93,7,0,233.2204
CA-2015-125556,11/14/2015,OFF-BI-10003460,Office Supplies,Binders,43.8,10,0,21.024
CA-2017-162313,11/27/2017,OFF-AP-10003842,Office Supplies,Appliances,167.292,6,0.1,29.7408
CA-2018-107874,11/21/2018,FUR-FU-10003535,Furniture,Furnishings,27.42,1,0,11.2422
CA-2018-129378,10/1/2018,OFF-BI-10002012,Office Supplies,Binders,1.44,1,0.2,0.504
CA-2018-129378,10/1/2018,OFF-BI-10001922,Office Supplies,Binders,61.776,13,0.2,20.8494
CA-2018-129378,10/1/2018,OFF-AP-10000576,Office Supplies,Appliances,241.96,2,0,60.49
CA-2018-129378,10/1/2018,FUR-CH-10000553,Furniture,Chairs,108.608,4,0.2,9.5032
CA-2015-151953,9/20/2015,OFF-AR-10003469,Office Supplies,Art,2.816,2,0.2,0.9856
CA-2018-130841,7/28/2018,OFF-BI-10000145,Office Supplies,Binders,9.984,4,0.2,3.6192
CA-2018-130841,7/28/2018,OFF-ST-10001580,Office Supplies,Storage,14.98,1,0,4.1944
CA-2018-130841,7/28/2018,TEC-PH-10001817,Technology,Phones,1145.6,4,0.2,100.24
CA-2016-131884,12/6/2016,TEC-PH-10001578,Technology,Phones,485.94,2,0.4,-89.089
CA-2016-131884,12/6/2016,OFF-AR-10004078,Office Supplies,Art,37.376,8,0.2,4.672
CA-2016-131884,12/6/2016,FUR-CH-10004860,Furniture,Chairs,70.686,1,0.3,-24.2352
CA-2018-121909,7/31/2018,OFF-PA-10003790,Office Supplies,Paper,54.816,3,0.2,17.8152
CA-2017-106383,3/19/2017,FUR-BO-10002202,Furniture,Bookcases,72.294,1,0.7,-98.8018
CA-2018-130771,7/29/2018,OFF-FA-10003059,Office Supplies,Fasteners,2.896,2,0.2,0.4706
CA-2018-130771,7/29/2018,TEC-PH-10002496,Technology,Phones,124.792,1,0.2,15.599
CA-2017-139157,10/1/2017,FUR-TA-10003238,Furniture,Tables,330.588,1,0.4,-115.7058
CA-2015-128055,3/31/2015,OFF-BI-10004390,Office Supplies,Binders,673.568,2,0.2,252.588
CA-2015-128055,3/31/2015,OFF-AP-10002765,Office Supplies,Appliances,52.98,2,0,14.8344
CA-2018-157091,6/26/2018,FUR-FU-10000293,Furniture,Furnishings,526.45,5,0,31.587
CA-2018-132122,7/9/2018,OFF-ST-10003692,Office Supplies,Storage,228.92,5,0.2,14.3075
CA-2016-123232,12/14/2016,TEC-PH-10001051,Technology,Phones,319.968,4,0.2,35.9964
CA-2018-104066,12/5/2018,TEC-AC-10001013,Technology,Accessories,205.03,7,0,67.6599
CA-2016-145849,9/15/2016,OFF-ST-10000025,Office Supplies,Storage,190.86,2,0,11.4516
CA-2016-145849,9/15/2016,OFF-AR-10000817,Office Supplies,Art,24.32,8,0,8.2688
CA-2017-122322,7/15/2017,OFF-SU-10000952,Office Supplies,Supplies,44.4,5,0,12.432
CA-2018-166849,4/20/2018,FUR-FU-10004597,Furniture,Furnishings,44.4,2,0.6,-52.17
CA-2017-146633,11/15/2017,OFF-BI-10003527,Office Supplies,Binders,1016.792,1,0.2,381.297
CA-2017-146633,11/15/2017,OFF-BI-10002982,Office Supplies,Binders,38.136,7,0.2,13.3476
US-2017-126893,11/26/2017,TEC-PH-10004165,Technology,Phones,494.982,3,0.4,-115.4958
CA-2018-103380,11/21/2018,OFF-ST-10003442,Office Supplies,Storage,56.56,2,0,15.2712
CA-2018-103380,11/21/2018,OFF-AR-10003856,Office Supplies,Art,5.56,2,0,1.4456
CA-2018-103380,11/21/2018,OFF-FA-10004248,Office Supplies,Fasteners,9.02,2,0,3.5178
CA-2018-103380,11/21/2018,OFF-AP-10001492,Office Supplies,Appliances,8.62,1,0,2.2412
CA-2018-103380,11/21/2018,TEC-PH-10004165,Technology,Phones,659.976,3,0.2,49.4982
CA-2016-116092,2/15/2016,OFF-PA-10004285,Office Supplies,Paper,13.36,2,0,6.4128
CA-2016-116092,2/15/2016,OFF-BI-10001628,Office Supplies,Binders,41.72,5,0.2,13.0375
CA-2016-116092,2/15/2016,OFF-BI-10000546,Office Supplies,Binders,11.52,5,0.2,4.176
CA-2016-116092,2/15/2016,OFF-AP-10001391,Office Supplies,Appliances,541.44,6,0,157.0176
CA-2016-116092,2/15/2016,OFF-PA-10000477,Office Supplies,Paper,19.44,3,0,9.3312
CA-2017-117849,4/15/2017,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976
CA-2016-169201,9/28/2016,OFF-AP-10000696,Office Supplies,Appliances,43.26,3,0,14.2758
CA-2016-169201,9/28/2016,OFF-AP-10002082,Office Supplies,Appliances,43.56,2,0,15.246
CA-2017-164091,9/17/2017,TEC-PH-10001944,Technology,Phones,437.85,3,0,131.355
CA-2017-164091,9/17/2017,FUR-FU-10004952,Furniture,Furnishings,109.48,2,0,33.9388
CA-2018-105214,6/16/2018,FUR-CH-10000015,Furniture,Chairs,1212.96,7,0.2,90.972
CA-2018-105214,6/16/2018,OFF-PA-10001776,Office Supplies,Paper,18.54,2,0,8.7138
CA-2016-117611,11/8/2016,OFF-FA-10002280,Office Supplies,Fasteners,5,1,0,2.4
CA-2016-117611,11/8/2016,TEC-AC-10002049,Technology,Accessories,371.97,3,0,66.9546
US-2016-137960,12/18/2016,TEC-AC-10002253,Technology,Accessories,166.24,1,0,24.936
CA-2018-122994,2/6/2018,FUR-BO-10004015,Furniture,Bookcases,359.97,3,0,79.1934
CA-2017-131065,11/14/2017,TEC-AC-10004145,Technology,Accessories,499.98,2,0,114.9954
CA-2017-131065,11/14/2017,OFF-PA-10002479,Office Supplies,Paper,5.28,1,0,2.376
CA-2017-131065,11/14/2017,OFF-BI-10004970,Office Supplies,Binders,8.26,2,0,3.8822
CA-2018-149146,10/12/2018,OFF-PA-10003919,Office Supplies,Paper,7.968,2,0.2,2.6892
CA-2018-137470,9/17/2018,OFF-PA-10002001,Office Supplies,Paper,12.96,2,0,6.3504
CA-2018-105480,12/20/2018,OFF-PA-10002787,Office Supplies,Paper,6.48,1,0,3.1104
CA-2018-105480,12/20/2018,OFF-BI-10003291,Office Supplies,Binders,6.984,1,0.2,2.3571
CA-2018-164917,12/2/2018,OFF-AR-10004344,Office Supplies,Art,47.96,5,0.2,4.1965
CA-2016-102036,9/21/2016,OFF-ST-10003123,Office Supplies,Storage,199.74,6,0,47.9376
CA-2016-142944,3/6/2016,FUR-FU-10000308,Furniture,Furnishings,435.26,7,0,95.7572
CA-2016-142944,3/6/2016,TEC-CO-10003763,Technology,Copiers,1119.984,2,0.2,377.9946
CA-2015-157882,10/3/2015,FUR-TA-10001866,Furniture,Tables,143.432,1,0.2,3.5858
CA-2015-157882,10/3/2015,FUR-CH-10002774,Furniture,Chairs,122.352,3,0.2,13.7646
CA-2015-104283,6/27/2015,OFF-ST-10004337,Office Supplies,Storage,306.2,5,0,0
CA-2015-104283,6/27/2015,FUR-TA-10001039,Furniture,Tables,85.98,1,0,22.3548
CA-2015-104283,6/27/2015,TEC-AC-10000109,Technology,Accessories,223.96,4,0,53.7504
CA-2018-142622,10/30/2018,FUR-CH-10003833,Furniture,Chairs,97.568,2,0.2,-6.098
CA-2018-142622,10/30/2018,FUR-CH-10004289,Furniture,Chairs,614.272,8,0.2,-23.0352
CA-2018-142622,10/30/2018,FUR-BO-10004467,Furniture,Bookcases,199.98,2,0,37.9962
CA-2017-132143,9/3/2017,OFF-PA-10002713,Office Supplies,Paper,48.16,7,0,22.1536
CA-2016-153108,3/5/2016,TEC-PH-10001552,Technology,Phones,23.92,2,0,6.6976
CA-2016-153108,3/5/2016,OFF-AP-10002222,Office Supplies,Appliances,60.69,7,0,16.3863
CA-2017-112676,5/5/2017,OFF-PA-10003971,Office Supplies,Paper,14.352,3,0.2,5.2026
CA-2018-165687,11/17/2018,OFF-AP-10004036,Office Supplies,Appliances,35.04,2,0,12.264
US-2018-112928,6/1/2018,OFF-AP-10002287,Office Supplies,Appliances,17.48,5,0.2,1.311
CA-2018-143343,6/10/2018,OFF-AR-10002375,Office Supplies,Art,16.4,5,0,4.756
CA-2018-115154,1/8/2018,FUR-TA-10001950,Furniture,Tables,892.98,2,0,80.3682
CA-2016-149342,4/20/2016,TEC-PH-10001557,Technology,Phones,287.97,3,0,77.7519
CA-2016-149342,4/20/2016,FUR-FU-10002937,Furniture,Furnishings,595.38,6,0,297.69
CA-2016-149342,4/20/2016,OFF-PA-10001166,Office Supplies,Paper,12.96,2,0,6.2208
CA-2016-130995,11/1/2016,TEC-PH-10000347,Technology,Phones,4.95,1,0,1.3365
CA-2018-127929,12/23/2018,FUR-FU-10003708,Furniture,Furnishings,181.95,3,0,38.2095
CA-2016-113145,11/1/2016,OFF-PA-10002659,Office Supplies,Paper,13.52,4,0,6.2192
CA-2016-113145,11/1/2016,FUR-FU-10000965,Furniture,Furnishings,259.7,5,0,106.477
CA-2016-113145,11/1/2016,TEC-PH-10001527,Technology,Phones,42.95,1,0,1.2885
CA-2016-113145,11/1/2016,TEC-AC-10001838,Technology,Accessories,1399.93,7,0,601.9699
CA-2016-113145,11/1/2016,TEC-PH-10002597,Technology,Phones,503.96,4,0,125.99
CA-2015-162362,11/14/2015,OFF-BI-10000756,Office Supplies,Binders,12.72,3,0,6.36
CA-2015-162362,11/14/2015,OFF-BI-10000546,Office Supplies,Binders,11.52,4,0,5.6448
CA-2017-106558,1/17/2017,TEC-AC-10001142,Technology,Accessories,316,4,0,31.6
CA-2018-157931,9/17/2018,FUR-CH-10000785,Furniture,Chairs,723.92,4,0,188.2192
CA-2018-157931,9/17/2018,OFF-PA-10000474,Office Supplies,Paper,106.32,3,0,49.9704
CA-2017-115574,12/23/2017,FUR-BO-10003441,Furniture,Bookcases,141.372,2,0.3,-14.1372
CA-2016-160794,8/6/2016,OFF-PA-10004156,Office Supplies,Paper,27.216,3,0.2,9.8658
CA-2018-116225,11/5/2018,TEC-AC-10001432,Technology,Accessories,390.75,5,0,171.93
US-2018-120418,6/11/2018,FUR-CH-10001394,Furniture,Chairs,280.792,1,0.2,35.099
US-2018-120418,6/11/2018,OFF-ST-10002370,Office Supplies,Storage,68.448,4,0.2,7.7004
US-2018-120418,6/11/2018,OFF-AR-10002956,Office Supplies,Art,88.04,5,0.2,6.603
US-2018-120418,6/11/2018,OFF-AR-10001955,Office Supplies,Art,15.872,1,0.2,1.984
US-2018-120418,6/11/2018,OFF-ST-10001809,Office Supplies,Storage,215.592,3,0.2,-48.5082
CA-2018-122035,7/20/2018,OFF-LA-10004093,Office Supplies,Labels,14.62,2,0,6.8714
CA-2018-122035,7/20/2018,OFF-AP-10002118,Office Supplies,Appliances,416.32,2,0,112.4064
CA-2018-122035,7/20/2018,OFF-BI-10000404,Office Supplies,Binders,43,5,0,20.21
CA-2018-122035,7/20/2018,FUR-CH-10003833,Furniture,Chairs,182.94,3,0,27.441
CA-2018-122035,7/20/2018,OFF-BI-10002072,Office Supplies,Binders,60.83,7,0,30.415
CA-2018-122035,7/20/2018,TEC-AC-10003095,Technology,Accessories,389.97,3,0,132.5898
CA-2016-117828,12/23/2016,OFF-AP-10001563,Office Supplies,Appliances,194.32,4,0,56.3528
CA-2018-165491,3/20/2018,TEC-AC-10000358,Technology,Accessories,265.93,7,0,63.8232
CA-2016-109470,12/31/2016,OFF-BI-10004492,Office Supplies,Binders,94.74,3,0,44.5278
CA-2016-109470,12/31/2016,OFF-BI-10001072,Office Supplies,Binders,60.64,4,0,27.8944
CA-2016-109470,12/31/2016,OFF-BI-10003707,Office Supplies,Binders,76.3,5,0,38.15
CA-2016-109470,12/31/2016,OFF-BI-10000977,Office Supplies,Binders,364.8,12,0,167.808
CA-2016-105102,9/15/2016,OFF-BI-10002082,Office Supplies,Binders,79.872,3,0.2,29.952
CA-2016-105102,9/15/2016,FUR-BO-10004709,Furniture,Bookcases,46.384,1,0.2,1.1596
CA-2016-105102,9/15/2016,OFF-PA-10002365,Office Supplies,Paper,12.96,2,0,6.2208
CA-2018-138422,9/23/2018,OFF-EN-10004147,Office Supplies,Envelopes,14.352,3,0.2,5.2026
US-2016-147739,12/25/2016,FUR-FU-10001468,Furniture,Furnishings,547.136,4,0.2,-68.392
CA-2017-155187,9/24/2017,OFF-ST-10000642,Office Supplies,Storage,41.96,2,0,2.9372
CA-2017-155187,9/24/2017,OFF-PA-10000380,Office Supplies,Paper,41.7,5,0,20.85
CA-2018-169285,3/21/2018,OFF-PA-10004071,Office Supplies,Paper,277.4,5,0,133.152
CA-2018-169285,3/21/2018,OFF-PA-10004971,Office Supplies,Paper,5.78,1,0,2.8322
CA-2015-140886,9/30/2015,OFF-AP-10000696,Office Supplies,Appliances,69.216,6,0.2,11.2476
CA-2018-152695,12/10/2018,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0,5.1042
CA-2018-152695,12/10/2018,OFF-AP-10000026,Office Supplies,Appliances,426.79,7,0,123.7691
